E_ergodic_exploit,E_ergodic_exploit_per_length,E_ergodic_explore,E_ergodic_explore_per_length,E_ergodic_total,E_ergodic_total_per_length,coverage,coverage_per_length,explore_exploit_ratio,knowledge_condition,method,path_len,replan_scheme,representation,shape,strategy,subvariant,svgd_iters,variant_id
0.01924733817577362,0.00218719770959921,16.40184783935547,1.8638465069724435,16.421095177531242,1.8660337046820428,0.034316953271627426,0.00389965411895766,0.0011734859611116821,ground_truth,lawnmower,8.799999237060547,,,A,,fixed,-1,lawnmower_fixed
0.01924733817577362,0.00218719770959921,16.40184783935547,1.8638465069724435,16.421095177531242,1.8660337046820428,0.034316953271627426,0.00389965411895766,0.0011734859611116821,none_known,lawnmower,8.799999237060547,,,A,,fixed,-1,lawnmower_fixed
0.01924733817577362,0.00218719770959921,16.40184783935547,1.8638465069724435,16.421095177531242,1.8660337046820428,0.034316953271627426,0.00389965411895766,0.0011734859611116821,half_known,lawnmower,8.799999237060547,,,A,,fixed,-1,lawnmower_fixed
0.01924733817577362,0.00218719770959921,16.40184783935547,1.8638465069724435,16.421095177531242,1.8660337046820428,0.034316953271627426,0.00389965411895766,0.0011734859611116821,ten_samples,lawnmower,8.799999237060547,,,A,,fixed,-1,lawnmower_fixed
0.09378409385681152,0.009621609716813409,38.81198501586914,3.9818455006630162,38.90576910972595,3.9914671103798294,0.08359052240848541,0.008575818665657214,0.00241636942347746,ground_truth,random_walk,9.747235298156738,,,A,,fixed,-1,random_walk_fixed
0.09378409385681152,0.009621609716813409,38.81198501586914,3.9818455006630162,38.90576910972595,3.9914671103798294,0.08359052240848541,0.008575818665657214,0.00241636942347746,none_known,random_walk,9.747235298156738,,,A,,fixed,-1,random_walk_fixed
0.09378409385681152,0.009621609716813409,38.81198501586914,3.9818455006630162,38.90576910972595,3.9914671103798294,0.08359052240848541,0.008575818665657214,0.00241636942347746,half_known,random_walk,9.747235298156738,,,A,,fixed,-1,random_walk_fixed
0.09378409385681152,0.009621609716813409,38.81198501586914,3.9818455006630162,38.90576910972595,3.9914671103798294,0.08359052240848541,0.008575818665657214,0.00241636942347746,ten_samples,random_walk,9.747235298156738,,,A,,fixed,-1,random_walk_fixed
0.10100213438272476,0.027816455412569437,2.5514888763427734,0.7026918490209136,2.652491010725498,0.730508304433483,0.03254617378115654,0.008963366936413194,0.03958556720321593,ground_truth,particles,3.631021022796631,no_replan,particles,A,eid_optuna_ideal_v2,eid_optuna_ideal_v2__no_replan,-1,particles_eid_optuna_ideal_v2__no_replan
0.048023492097854614,0.00569851210434796,0.441062331199646,0.05233686521570959,0.4890858232975006,0.05803537732005755,0.01706460677087307,0.00202490206338207,0.10888141811438637,ground_truth,particles,8.427373886108398,replan_1_6,particles,A,eid_optuna_ideal_v2,eid_optuna_ideal_v2__replan_1_6,-1,particles_eid_optuna_ideal_v2__replan_1_6
